gene	magma_rank	magma_p	magma_fdr	magma_status	in_MAGMA_top50	in_MAGMA_top100	in_MAGMA_Bonferroni	in_MAGMA_FDR05	in_MAGMA_suggestive	snRNA_support_status	snRNA_support_basis	twas_fdr_supported	twas_model_type	twas_p	twas_fdr	twas_proxy_status	spatial_status	bulk_status_if_available	existing_group	repaired_reporting_group	group_change	allowed_interpretation	not_allowed_interpretation	notes
SF3B1	137	2.5402e-05	0.00319392365217391	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	TRUE	one_snp_proxy	3.56300280635931e-05	0.0088204776803022	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SIK2	139	2.6619e-05	0.00330005854285714	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Fibroblast_stromal; benchmark_percentile=0.199	TRUE	one_snp_proxy	1.7209994283531e-05	0.00570128866181641	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
NUSAP1	140	2.6681e-05	0.00330005854285714	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.228	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
HSPE1-MOB4	141	2.7672e-05	0.00339835710638298	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
WNT5A	142	2.8503e-05	0.0034757601971831	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Fibroblast_stromal; benchmark_percentile=0.199	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
FTO	143	2.9285e-05	0.00354614727272727	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_fdr_supported	0.921861869721004	0.981364594344791	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
NOTCH4	144	3.0657e-05	0.00367300824657534	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_fdr_supported	0.0513877604677768	0.522549849788072	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
TRIM31	146	3.0969e-05	0.00367300824657534	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.228	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
FOLR2	147	3.1664e-05	0.00372988995918367	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Injured_undifferentiated_epithelial; benchmark_percentile=0.161	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
RTF1	148	3.1975e-05	0.003741075	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_fdr_supported	0.00990017770922277	0.2695651126945	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
TRIM64C	150	3.4097e-05	0.00392144328476821	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
MOB4	151	3.4196e-05	0.00392144328476821	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
NDUFAF1	153	3.9598e-05	0.00447798506493506	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	TRUE	one_snp_proxy	6.70900165892236e-05	0.0148169544045015	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SCGN	155	4.2327e-05	0.00472860859354839	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SNRPD2	156	4.3969e-05	0.004880559	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.228	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
CSNK2B	157	4.6889e-05	0.00514592065822785	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Injured_undifferentiated_epithelial; benchmark_percentile=0.161	FALSE	not_fdr_supported	0.0424607538795148	0.492323863747929	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
GATA3	158	4.6954e-05	0.00514592065822785	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.228	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
MPIG6B	159	4.7508e-05	0.00517389011320755	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_fdr_supported	0.00748800076973935	0.241356478864626	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
HERPUD1	160	4.8358e-05	0.00523354455	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
EPRS1	163	5.3348e-05	0.00566732495705522	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
KMT5A	164	5.5336e-05	0.00583818790419162	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
PM20D1	169	5.7993e-05	0.005942052	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_fdr_supported	0.00934700026001802	0.267650328824664	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ARFRP1	170	5.8835e-05	0.00599286388235294	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
PPP1R9B	173	6.3255e-05	0.0063313501734104	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
F11R	175	6.5014e-05	0.00643304242285714	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Injured_undifferentiated_epithelial; benchmark_percentile=0.161	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
KLK3	176	6.5683e-05	0.00646231152272727	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.228	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
TNFRSF6B	178	7.0829e-05	0.00688296489385475	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SLC14A2	181	8.3723e-05	0.00800965451933702	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.228	FALSE	not_fdr_supported	0.191812394132763	0.727575022663752	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
HOATZ	182	8.7065e-05	0.00828361285714286	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
NKAPD1	183	8.8287e-05	0.00835397645901639	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
MUCL3	184	9.3782e-05	0.00882570169565217	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ABCG2	185	9.4832e-05	0.0088762752	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
CHADL	186	9.6064e-05	0.00894324851612903	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
FKBPL	188	0.00010001	0.00921155936170213	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_fdr_supported	0.428800002818037	0.863282031196997	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SYT14	189	0.00010146	0.00929566857142857	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Fibroblast_stromal; benchmark_percentile=0.199	TRUE	one_snp_proxy	3.56400149428884e-05	0.0088204776803022	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SUN2	190	0.00010255	0.00934608315789474	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ZGPAT	193	0.00011048	0.00991228849740933	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
MED13	197	0.00012765	0.0112202406091371	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	TRUE	multi_snp_proxy	5.82693524327275e-05	0.0133638518675521	stronger_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
BOLL	198	0.00013141	0.0114924018181818	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
CDK18	199	0.00013508	0.0117307242	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.228	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
L3MBTL2	200	0.00013549	0.0117307242	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SDHD	210	0.00016472	0.0135823405714286	fdr05	FALSE	FALSE	FALSE	TRUE	FALSE	not_assessed	No candidate-level snRNA summary available.	TRUE	one_snp_proxy	0.000144599950880676	0.0253953651138083	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2		R4	new_TWAS_or_context_gene_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
