source_component	source_path	gene_id	gene_symbol	gene_name	chr	start	stop	n_snps	nparam	n	zstat	p	fdr	rank	bonferroni_significant	suggestive	gene_set	n_genes	TAL_percentile	top_celltype	top_celltype_percentile	evidence_class	locus_balanced_TAL_percentile_full	locus_balanced_TAL_percentile_conservative	leave_one_locus_out_min_TAL_percentile	interpretation
gene_results	results/tables/magma_genes.tsv	56731	SLC2A4RG	SLC2A4 regulator	20	62371211	62375403	7	2	938917	4.0062	3.0849e-05	0.00367300824657534	145	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	11074	TRIM31	tripartite motif containing 31	6	30070674	30080867	54	15	955531	4.0053	3.0969e-05	0.00367300824657534	146	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	2350	FOLR2	folate receptor beta	11	71927819	71932994	7	3	949838	4.0001	3.1664e-05	0.00372988995918367	147	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	23168	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component	15	41709302	41775761	53	5	948392	3.9977	3.1975e-05	0.003741075	148	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	23403	FBXO46	F-box protein 46	19	46213887	46234151	13	4	975370	3.9871	3.3449e-05	0.00388726767785235	149	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	646754	TRIM64C	tripartite motif containing 64C	11	49075266	49080664	10	3	957497	3.9825	3.4097e-05	0.00392144328476821	150	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	25843	MOB4	MOB family member 4, phocein	2	198380295	198418423	25	3	968221	3.9818	3.4196e-05	0.00392144328476821	151	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	11339	OIP5	Opa interacting protein 5	15	41601466	41624819	23	3	959829	3.9732	3.5463e-05	0.00403998228947368	152	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	51103	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	15	41679547	41694658	11	3	942874	3.9468	3.9598e-05	0.00447798506493507	153	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	272	AMPD3	adenosine monophosphate deaminase 3	11	10471846	10529126	122	21	937493	3.9455	3.9825e-05	0.00447798506493507	154	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	10590	SCGN	secretagogin, EF-hand calcium binding protein	6	25652429	25702011	116	19	964585	3.9308	4.2327e-05	0.00472860859354839	155	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	6633	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide	19	46190712	46195569	4	2	930689	3.9217	4.3969e-05	0.004880559	156	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	1460	CSNK2B	casein kinase 2 beta	6	31632995	31637844	11	4	975370	3.9062	4.6889e-05	0.00514592065822785	157	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	2625	GATA3	GATA binding protein 3	10	8087294	8117164	66	10	956806	3.9058	4.6954e-05	0.00514592065822785	158	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	80739	MPIG6B	megakaryocyte and platelet inhibitory receptor G6b	6	31691121	31694487	4	2	956259	3.903	4.7508e-05	0.00517389011320755	159	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	9709	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	16	56965974	56977793	25	4	968221	3.8987	4.8358e-05	0.00523354455	160	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	5909	RAP1GAP	RAP1 GTPase activating protein	1	21922708	21996010	156	31	960152	3.8939	4.9329e-05	0.00530547182608696	161	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	84909	AOPEP	aminopeptidase O (putative)	9	97488886	97849500	706	20	963039	3.8823	5.1742e-05	0.00553064488888889	162	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	2058	EPRS1	glutamyl-prolyl-tRNA synthetase 1	1	220141940	220220000	220	11	955525	3.8748	5.3348e-05	0.00566732495705521	163	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	387893	KMT5A	lysine methyltransferase 5A	12	123868704	123893900	36	5	935653	3.8659	5.5336e-05	0.00583818790419162	164	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	7942	TFEB	transcription factor EB	6	41651716	41703997	109	20	949372	3.8632	5.5951e-05	0.00583818790419162	165	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	5151	PDE8A	phosphodiesterase 8A	15	85523744	85682376	234	15	959445	3.8622	5.6192e-05	0.00583818790419162	166	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	54617	INO80	INO80 complex ATPase subunit	15	41271078	41408340	57	5	956557	3.8617	5.6305e-05	0.00583818790419162	167	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	52	ACP1	acid phosphatase 1	2	264869	278283	14	3	969910	3.8547	5.7945e-05	0.005942052	168	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	148811	PM20D1	peptidase M20 domain containing 1	1	205797150	205819276	30	9	928571	3.8545	5.7993e-05	0.005942052	169	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	10139	ARFRP1	ARF related protein 1	20	62329995	62339365	13	2	930233	3.8509	5.8835e-05	0.00599286388235294	170	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	1384	CRAT	carnitine O-acetyltransferase	9	131857073	131873070	20	3	957497	3.8379	6.2045e-05	0.006264063	171	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	54828	BCAS3	BCAS3 microtubule associated cell migration factor	17	58755172	59470199	615	40	957312	3.8372	6.2221e-05	0.006264063	172	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	84687	PPP1R9B	protein phosphatase 1 regulatory subunit 9B	17	48211101	48227877	10	3	939625	3.8332	6.3255e-05	0.00633135017341041	173	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	9577	BABAM2	BRISC and BRCA1 A complex member 2	2	28113482	28561768	415	26	957596	3.8284	6.4499e-05	0.00641876255172414	174	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	50848	F11R	F11 receptor	1	160965001	160991133	45	4	938500	3.8264	6.5014e-05	0.00643304242285714	175	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	354	KLK3	kallikrein related peptidase 3	19	51358171	51364020	30	7	957497	3.8239	6.5683e-05	0.00646231152272727	176	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	780	DDR1	discoidin domain receptor tyrosine kinase 1	6	30850694	30867933	38	8	965963	3.8203	6.6653e-05	0.00652069688135593	177	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	8771	TNFRSF6B	TNF receptor superfamily member 6b	20	62328004	62330051	7	2	938917	3.8053	7.0829e-05	0.00688296489385475	178	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	64122	FN3K	fructosamine 3 kinase	17	80693452	80709073	39	5	964907	3.8041	7.1151e-05	0.00688296489385475	179	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	57508	INTS2	integrator complex subunit 2	17	59942728	60005377	50	6	957497	3.7801	7.837e-05	0.007539194	180	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	8170	SLC14A2	solute carrier family 14 member 2	18	42792947	43263072	979	83	962749	3.7637	8.3723e-05	0.00800965451933702	181	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	399949	HOATZ	HOATZ cilia and flagella associated protein	11	111385510	111407756	2	1	886007	3.7539	8.7065e-05	0.00828361285714286	182	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	55216	NKAPD1	NKAP domain containing 1	11	111944968	111955874	2	1	975370	3.7504	8.8287e-05	0.00835397645901639	183	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	135656	MUCL3	mucin like 3	6	30908777	30921998	28	10	962604	3.7352	9.3782e-05	0.00882570169565217	184	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	9429	ABCG2	ATP binding cassette subfamily G member 2 (JR blood group)	4	89011416	89152569	247	31	944984	3.7324	9.4832e-05	0.0088762752	185	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	150356	CHADL	chondroadherin like	22	41605861	41636935	53	4	934904	3.7291	9.6064e-05	0.00894324851612903	186	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	54822	TRPM7	transient receptor potential cation channel subfamily M member 7	15	50849351	50979012	216	10	932343	3.7201	9.9562e-05	0.00921155936170213	187	FALSE	TRUE										
gene_results	results/tables/magma_genes.tsv	63943	FKBPL	FKBP prolyl isomerase like	6	32096484	32098067	4	2	975370	3.719	0.00010001	0.00921155936170213	188	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	255928	SYT14	synaptotagmin 14	1	210111519	210337636	277	14	960899	3.7153	0.00010146	0.00929566857142857	189	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	25777	SUN2	Sad1 and UNC84 domain containing 2	22	39130719	39162338	32	4	948251	3.7127	0.00010255	0.00934608315789474	190	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	134285	TMEM171	transmembrane protein 171	5	72410286	72427765	15	6	963455	3.7056	0.00010545	0.00956006387434555	191	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	132	ADK	adenosine kinase	10	75910943	76469061	546	14	958958	3.6994	0.00010807	0.009746563125	192	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84619	ZGPAT	zinc finger CCCH-type and G-patch domain containing	20	62338727	62367494	47	4	929760	3.6938	0.00011048	0.00991228849740933	193	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	373509	USP50	ubiquitin specific peptidase 50	15	50792759	50838902	89	10	932630	3.6899	0.00011215	0.0100102546391753	194	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51750	RTEL1	regulator of telomere elongation helicase 1	20	62289163	62327606	75	8	953923	3.6833	0.00011512	0.010222656	195	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	646851	FAM227A	family with sequence similarity 227 member A	22	38974125	39052634	101	6	956917	3.6632	0.00012454	0.011002727755102	196	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9969	MED13	mediator complex subunit 13	17	60019966	60142643	71	6	955232	3.6569	0.00012765	0.0112202406091371	197	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	66037	BOLL	boule homolog, RNA binding protein	2	198591603	198651036	44	4	959122	3.6494	0.00013141	0.0114924018181818	198	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5129	CDK18	cyclin dependent kinase 18	1	205473684	205501921	76	20	951853	3.6423	0.00013508	0.0117307242	199	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	83746	L3MBTL2	L3MBTL histone methyl-lysine binding protein 2	22	41601312	41627276	49	3	946190	3.6416	0.00013549	0.0117307242	200	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	79087	ALG12	ALG12 alpha-1,6-mannosyltransferase	22	50296852	50312106	57	5	947150	3.6385	0.0001371	0.0118110626865672	201	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9567	GTPBP1	GTP binding protein 1	22	39101733	39129592	31	4	975370	3.6257	0.0001441	0.0123526514851485	202	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3352	HTR1D	5-hydroxytryptamine receptor 1D	1	23518388	23521222	1	1	975370	3.6198	0.0001474	0.0125732926108374	203	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	79989	IFT56	intraflagellar transport 56	7	138818490	138874550	106	5	961881	3.6176	0.0001487	0.0125751145631068	204	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	79755	ZNF750	zinc finger protein 750	17	80787310	80797931	24	4	960476	3.6171	0.00014894	0.0125751145631068	205	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	285016	ALKAL2	ALK and LTK ligand 2	2	279561	289002	12	3	960476	3.616	0.0001496	0.0125751145631068	206	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	257106	ARHGAP30	Rho GTPase activating protein 30	1	161016731	161039760	31	8	959741	3.6025	0.00015756	0.0131443425	207	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6480	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	3	186648315	186796341	393	68	961664	3.602	0.00015789	0.0131443425	208	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5524	PTPA	protein phosphatase 2 phosphatase activator	9	131873183	131911225	62	4	940778	3.5939	0.00016285	0.013492395215311	209	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6392	SDHD	succinate dehydrogenase complex subunit D	11	111957548	111966525	3	1	975370	3.591	0.00016472	0.0135823405714286	210	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	57827	C6orf47	chromosome 6 open reading frame 47	6	31626075	31628549	3	2	915795	3.5855	0.00016822	0.0137939909433962	211	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100507679	MUC22	mucin 22	6	30973729	31003179	298	25	945982	3.5845	0.00016888	0.0137939909433962	212	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6568	SLC17A1	solute carrier family 17 member 1	6	25783125	25832287	107	12	960337	3.5799	0.00017188	0.0139731177464789	213	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	286676	ILDR1	immunoglobulin like domain containing receptor 1	3	121706170	121741127	37	7	951218	3.571	0.00017779	0.0143658368372093	214	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	56993	TOMM22	translocase of outer mitochondrial membrane 22	22	39077954	39080765	6	2	945582	3.5702	0.00017837	0.0143658368372093	215	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2037	EPB41L2	erythrocyte membrane protein band 4.1 like 2	6	131160487	131384462	442	24	951868	3.5656	0.00018153	0.014552655	216	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2033	EP300	E1A binding protein p300	22	41488614	41576081	65	6	938846	3.5575	0.00018723	0.0149404363133641	217	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9889	ZBED4	zinc finger BED-type containing 4	22	50247497	50283726	91	6	963586	3.5546	0.00018928	0.015034736146789	218	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100507436	MICA	MHC class I polypeptide-related sequence A	6	31367561	31383090	157	21	942521	3.5523	0.00019096	0.0150989194520548	219	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	25776	CBY1	chibby 1, beta catenin antagonist	22	39052658	39069859	49	2	960780	3.5471	0.00019476	0.0153293825454545	220	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7593	MZF1	myeloid zinc finger 1	19	59073284	59085757	17	4	964857	3.5388	0.00020099	0.01574586	221	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9101	USP8	ubiquitin specific peptidase 8	15	50716579	50793280	89	13	946397	3.5376	0.00020187	0.01574586	222	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	374654	KIF7	kinesin family member 7	15	90171201	90198725	40	4	953029	3.5323	0.00020596	0.0159678257142857	223	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3077	HFE	homeostatic iron regulator	6	26087422	26096438	15	6	946444	3.5316	0.00020656	0.0159678257142857	224	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5718	PSMD12	proteasome 26S subunit, non-ATPase 12	17	65336619	65362721	29	5	975370	3.5282	0.00020923	0.0161023408	225	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7145	TNS1	tensin 1	2	218664512	218808796	297	44	949838	3.5243	0.00021233	0.0162686118584071	226	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23431	AP4E1	adaptor related protein complex 4 subunit epsilon 1	15	51200780	51298097	169	12	957697	3.5227	0.00021362	0.0162953476651982	227	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84456	L3MBTL3	L3MBTL histone methyl-lysine binding protein 3	6	130339728	130462594	145	12	959175	3.5183	0.00021715	0.0164919710526316	228	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	64710	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1	1	205681947	205719372	24	4	953029	3.5166	0.00021852	0.0165235472489083	229	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	390113	OR4X1	olfactory receptor family 4 subfamily X member 1	11	48285413	48286330	3	2	975370	3.5098	0.00022426	0.0168838528695652	230	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	27283	TINAG	tubulointerstitial nephritis antigen	6	54173203	54254950	161	18	962684	3.5067	0.00022688	0.0170071605194805	231	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	26751	SH3YL1	SH3 and SYLF domain containing 1	2	218136	264820	66	7	940949	3.5015	0.00023132	0.0172652462068966	232	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	170679	PSORS1C1	psoriasis susceptibility 1 candidate 1	6	31082608	31107869	218	24	951595	3.4946	0.00023739	0.017642254248927	233	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7124	TNF	tumor necrosis factor	6	31543344	31546113	4	2	975370	3.4928	0.00023897	0.01768378	234	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	57402	S100A14	S100 calcium binding protein A14	1	153586731	153588808	3	1	975370	3.491	0.00024064	0.017731584	235	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23196	FAM120A	family with sequence similarity 120 member A	9	96214173	96328397	206	15	963971	3.4854	0.00024571	0.0179728389873418	236	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10475	TRIM38	tripartite motif containing 38	6	25962917	25987557	36	8	958353	3.4851	0.00024599	0.0179728389873418	237	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	56658	TRIM39	tripartite motif containing 39	6	30294227	30311506	26	8	955741	3.4824	0.00024844	0.0180755757983193	238	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55784	MCTP2	multiple C2 and transmembrane domain containing 2	15	94774772	95027181	513	69	951283	3.4751	0.00025531	0.018497690209205	239	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	58496	LY6G5B	lymphocyte antigen 6 family member G5B	6	31638728	31640227	5	3	939625	3.4707	0.00025951	0.0187236465	240	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8359	H4C1	H4 clustered histone 1	6	26021907	26022278	2	1	886007	3.4678	0.00026238	0.0188521663070539	241	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	91574	MTRFR	mitochondrial translation release factor in rescue	12	123717844	123742651	51	4	912290	3.4577	0.00027245	0.0194948107438017	242	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3112	HLA-DOB	major histocompatibility complex, class II, DO beta	6	32780540	32784825	29	9	944555	3.4529	0.00027727	0.0197579093877551	243	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10287	RGS19	regulator of G protein signaling 19	20	62704534	62711356	6	2	975370	3.4512	0.00027909	0.0197579093877551	244	FALSE	FALSE										
